,Country,GMI_CNTRY,Year,Total population (millions),Continent,Sub-Continent,Military expenditure (Current USD - $ millions),Military expenditure per capita,Military expenditure (Constant USD 2022 - $ millions),Percentage change in military expenditure,Military expenditure as a share of GDP,Military expendenture as a share of government spending,Total of armed forces personnel,Armed forces personnel (% of total labour force)
4290,Uruguay,URY,2014,3.391662,Americas,South America,1034.4994466795936,305.01254154440903,1106.153895735551,3.1872826644533614,1.8074294556368153,5.694031069974925,25450.0,1.447765804
4292,Zimbabwe,ZWE,2014,13.855753,Africa,Sub-Saharan Africa,368.1,26.566582126572264,192.6661621442271,3.4154893508935746,1.8877891173906356,9.232505643340858,50800.0,0.979295609
4293,Brazil,BRA,2015,205.188205,Americas,South America,24617.70168306547,119.97620274062764,23426.889264562727,-2.3174182981690383,1.3655171539616067,2.778264159650891,729500.0,0.718902224
4294,Norway,NOR,2015,5.188607,Europe,Western Europe,5815.228174603174,1120.7686715534967,5991.258821967796,-0.7278139464469313,1.498123272664889,3.107929880372469,24950.0,0.903317183
4295,Ukraine,UKR,2015,45.154036,Europe,Eastern Europe,3502.7337442387357,77.57299356891897,4942.36234918234,9.274161175653028,3.847848476070934,8.939440777905903,256000.0,1.187208001
4296,Croatia,HRV,2015,4.203604,Europe,Central Europe,891.5404797242875,212.08954975879922,983.9762587063658,-0.45368885980712204,1.75380672758477,3.709232919150048,18550.0,0.978027337
4299,Estonia,EST,2015,1.315407,Europe,Central Europe,463.5688144615726,352.4147389071007,599.2443181723112,8.82593381445158,2.026041742072701,5.125689760882895,6400.0,0.93487978
4300,Ethiopia,ETH,2015,102.471895,Africa,Sub-Saharan Africa,442.532624456259,4.3185755904705285,560.7457695779063,2.5134739966394815,0.7054146506826097,4.071486697408852,138000.0,0.289377457
4301,El Salvador,SLV,2015,6.231066,Americas,Central America and the Caribbean,247.7,39.752427594251124,281.4015609448453,6.680199678248688,1.0568200588903476,3.898331759521561,41500.0,1.585062675
4302,Finland,FIN,2015,5.479531,Europe,Western Europe,3399.1349672840197,620.3331940788399,3654.6029966829888,2.2432189713128325,1.4499609716867328,2.566765205885555,24900.0,0.922283025
4303,India,IND,2015,1322.866505,Asia,South Asia,51295.483753943605,38.77600918918391,58606.92885363734,0.9500741475353625,2.457450060601625,8.830487542422206,2798800.0,0.562233348
4304,Guinea-Bissau,GNB,2015,1.788919,Africa,Sub-Saharan Africa,17.036957292550245,9.52360464199343,18.98401894906436,-6.458822771752359,1.4790042022418806,6.8780630981147,4450.0,0.774011309
4305,Argentina,ARG,2015,43.131966,Americas,South America,5482.616700963933,127.11260833702626,4922.1484805307355,-0.9670860607344234,0.8501285974638152,2.055124311859563,105450.0,0.548376877
4306,Australia,AUS,2015,23.815995,Oceania,Oceania,24046.205860255446,1009.6662289463634,26247.04476340015,10.230962227369943,1.9536335918400982,5.238867682395846,57800.0,0.460321336
4307,Bangladesh,BGD,2015,157.83,Asia,South Asia,2815.281640954544,17.837430405845172,3508.6777499936366,12.967232233071769,1.2085171068152507,10.505974893955209,220950.0,0.356314268
4308,Bulgaria,BGR,2015,7.177991,Europe,Central Europe,632.5096350034006,88.11791976381701,780.1571570985041,1.3764909512459456,1.2459336065202786,3.3376200017944195,47300.0,1.418937141
4309,Egypt,EGY,2015,97.723799,Africa,Middle East,5475.490833441686,56.03026989814104,5082.991816603495,6.0144380056437186,1.7231474282908468,5.227304323647992,835500.0,2.73569395
4310,Burundi,BDI,2015,10.727148,Africa,Sub-Saharan Africa,66.16458443559236,6.167956705323014,83.25438753469928,2.4657110923630876,2.131319914594738,9.199416213347487,41000.0,0.905862143
4311,United Kingdom,GBR,2015,65.116219,Europe,Western Europe,59990.20571932446,921.2790091409402,58316.715781118015,-3.8440871462806725,2.048908004104984,5.0734495500073,152350.0,0.453232396
4312,United States,USA,2015,320.738994,Americas,North America,633829.639,1976.1539783341716,782616.26880101,-2.2708573395990084,3.4644929256427663,9.89265981173922,1347300.0,0.83868323
4314,Singapore,SGP,2015,5.535002,Asia,South East Asia,9383.830669357918,1695.3617486241048,10248.43259921703,6.657643524640955,3.046712659356926,20.954950784523927,147600.0,4.293776962
4315,Slovakia,SVK,2015,5.423801,Europe,Central Europe,985.9154929577466,181.77574969246595,1176.068324819694,18.603808147259883,1.1095018688554315,2.4350827215952666,15850.0,0.578358447
4316,Iran,IRN,2015,81.790841,Asia,Middle East,10588.769670868436,129.46155757058955,5842.485802678267,6.326144683969992,2.5570908068691547,15.549104123056564,563000.0,2.175167347
4317,"Korea, Republic of",KOR,2015,51.014947,Asia,East Asia,36570.76932257444,716.8638109645481,36376.477701705655,3.884714828211666,2.4949813645236207,12.640422658298245,634500.0,2.283344933
4318,Equatorial Guinea,GNQ,2015,1.346973,Africa,Sub-Saharan Africa,137.26265956547465,101.90453673939615,149.6611942754965,-3.0297677365656694,1.0414320203401484,2.505199622294499,1320.0,0.286498125
4319,Madagascar,MDG,2015,24.850912,Africa,Sub-Saharan Africa,58.93284775624188,2.3714561363479083,65.94277905723195,-4.335024953066546,0.5204692411951043,3.994648538861636,21600.0,0.171996145
4320,Malaysia,MYS,2015,31.068833,Asia,South East Asia,4532.069852244317,145.8719048843681,4538.852469437816,7.6720485882498135,1.503898427041461,6.086636565899017,133600.0,0.887999412
4321,Togo,TGO,2015,7.473229,Africa,Sub-Saharan Africa,69.97717474004565,9.363713428297949,77.3640582293628,-1.778385833856655,1.6744228949456201,5.313613341806767,9300.0,0.364829781
4322,Mongolia,MNG,2015,2.964749,Asia,East Asia,101.73306981011001,34.31422687388039,118.06006242823764,-0.7950468227590268,0.875507832442284,2.8081597428960894,17500.0,1.395408548
4323,Angola,AGO,2015,28.127721,Africa,Sub-Saharan Africa,3608.2991146167365,128.28266871022848,4170.569003198568,-41.13523875026539,3.105426293082781,11.479843443189857,117000.0,1.006577251
4324,Myanmar (Burma),MMR,2015,51.483949,Asia,South East Asia,2552.3704418280217,49.57604246379822,3816.696153020222,16.070291236246725,4.301360264370385,17.76820336320024,513250.0,2.098809884
4325,Iraq,IRQ,2015,37.757813,Asia,Middle East,9604.23101085097,254.36407057927244,8677.042950250143,36.96664316917484,5.412925320119251,12.453842695760523,209000.0,2.152625915
4326,Bolivia,BOL,2015,11.090085,Americas,South America,580.6173401505065,52.35463390501574,668.2726350670465,-10.855171104944617,1.7594359154597548,3.9457767706923677,71200.0,1.430065192
4327,Byelarus,BLR,2015,9.461076,Europe,Eastern Europe,642.4926218603086,67.9090435232006,626.4928950312059,7.3047987102490275,1.138066024163548,27.246252163493544,158000.0,3.083888401
4328,Netherlands,NLD,2015,16.939923,Europe,Western Europe,8667.849617389376,511.68176014668876,9981.81003026297,-0.24183709981179247,1.1327115047941472,2.5255844764351383,41310.0,0.454156921
4329,Guinea,GIN,2015,11.625998,Africa,Sub-Saharan Africa,221.4142323102065,19.04475059347219,366.63531981910285,7.335518118601181,2.562200285187335,11.601511122373054,12300.0,0.335324104
4331,Afghanistan,AFG,2015,33.753499,Asia,South Asia,199.5171087648259,5.9110052194833465,178.91387112070908,-20.028474992792056,0.9945758227236453,3.8331421868208406,319400.0,3.700732407
4332,Cameroon,CMR,2015,23.012646,Africa,Sub-Saharan Africa,353.81549455348926,15.374828889884686,392.59878709408406,2.6537258053023427,1.0988986430940875,5.475635379788734,23400.0,0.248681351
4333,Canada,CAN,2015,35.702908,Americas,North America,17937.6418947407,502.4140301047943,21067.294931425527,14.891115012551094,1.1527093744552086,2.880447132169889,67500.0,0.342811365
4334,Congo,COG,2015,5.064386,Africa,Sub-Saharan Africa,299.95323896934593,53.71386417765266,288.56915394383697,0.0,2.3403489060265494,11.127919484238726,12000.0,0.600584369
4335,Czech Republic,CZE,2015,10.546059,Europe,Central Europe,1779.8871893897049,168.7727320119966,2504.9278954640654,3.9484845411560388,0.9465820955606222,2.25730945911807,25050.0,0.471797615
4336,Denmark,DNK,2015,5.683483,Europe,Western Europe,3364.047774074063,591.8989771015525,3630.4564713695336,-1.0446154859680035,1.1114460115865947,2.038311208775374,16600.0,0.573330331
4337,Oman,OMN,2015,4.191776,Asia,Middle East,7533.5500650195045,1797.2215273477173,8087.767678480692,-8.338557761301335,9.571167303212345,21.48850148367952,47000.0,2.079749085
4338,Sudan,SDN,2015,38.171178,Africa,Sub-Saharan Africa,2279.6216395618985,59.721018815869364,3111.237455906724,-52.51622318748967,2.712940233158422,21.916781007690098,264300.0,2.446314594
4339,Azerbaijan,AZE,2015,9.649341,Europe,Eastern Europe,2900.5513821521513,300.59580049582155,2906.684069668631,6.273557910514249,5.464876792938581,14.121168923734853,81950.0,1.771241224
4340,Bahrain,BHR,2015,1.362142,Asia,Middle East,1442.0212765957447,1058.6424004220887,1559.0211671862376,-4.027641679463356,4.644111349036403,12.724712508800751,19460.0,2.531994733
4341,Sweden,SWE,2015,9.799186,Europe,Western Europe,5386.942195807095,549.7336407133301,5333.0377885841335,1.0745019623938257,1.0665020525904418,2.2039628452938183,30550.0,0.584122536
4342,Ivory Coast,CIV,2015,23.596741,Africa,Sub-Saharan Africa,569.6716215445381,24.14196187280854,610.3288916004943,29.120250069842978,1.2439272469509326,7.537628635346757,25000.0,0.29009448
4343,Lebanon,LBN,2015,6.39894,Asia,Middle East,2239.416093739447,349.96672788609476,1608.764066595933,2.4923390878235807,4.486884344546422,16.824280572040216,80000.0,3.535649066
4344,Gabon,GAB,2015,2.028517,Africa,Sub-Saharan Africa,170.374503339251,83.989684749623,194.10759289121594,-1.7390109768462447,1.185025608549073,5.325159858373408,6700.0,1.07903531
4345,Hungary,HUN,2015,9.843028,Europe,Central Europe,1132.4762917378182,115.05364931785404,1154.6498967855011,12.484345464032565,0.9047220733361468,1.7958067301453222,38500.0,0.839306763
4347,Ireland,IRL,2015,4.701957,Europe,Western Europe,997.005655983143,212.04057288978674,1058.4839939572403,0.2907218207490736,0.3411676242166144,1.1764397974272742,9100.0,0.398104323
4349,Ecuador,ECU,2015,16.195902,Americas,South America,2597.51,160.38069383230402,2740.876255070599,-10.339494128447878,2.6160741592884005,6.056778435853191,40750.0,0.539831053
4350,Italy,ITA,2015,60.730582,Europe,Western Europe,22180.845070422536,365.23353374783295,23828.840296823582,-4.245424391339703,1.2082283256461606,2.401226998284363,356850.0,1.390989568
4351,Nigeria,NGA,2015,183.995785,Africa,Sub-Saharan Africa,2065.557663350914,11.226114029464934,2488.7684907828684,-2.4531965399140154,0.41763653773071424,3.77967063844111,200000.0,0.32807934
4352,Japan,JPN,2015,127.141,Asia,East Asia,42106.10330579276,331.1764364429473,40397.42151399556,1.7568622106939102,0.9472835186133772,2.539959179788339,259800.0,0.393269634
4353,Germany,DEU,2015,81.686611,Europe,Western Europe,38170.021071309755,467.27389720341995,42038.609150137956,1.7170175370876617,1.1373384266633182,2.576595722381512,177300.0,0.415605686
4355,Botswana,BWA,2015,2.305171,Africa,Sub-Saharan Africa,383.7398775429587,166.4691589226824,432.170885347265,21.299836018534624,2.8251944990366167,7.141478745106689,9000.0,0.960524574
4356,Greece,GRC,2015,10.820883,Europe,Western Europe,4818.121326383498,445.261382678613,5066.732174376156,6.0480178958990605,2.463303289043937,4.814757350415036,146950.0,3.090639768
4357,Poland,POL,2015,37.986412,Europe,Central Europe,10212.785780607508,268.85365694995113,11330.456637359133,19.005690788649666,2.1405458303191987,5.128685904908322,172700.0,0.942047753
4358,New Zealand,NZL,2015,4.6094,Oceania,Oceania,1734.7788490036437,376.3567598827708,1891.840632658582,3.1516385728370233,0.9884136141672528,2.6538960900410733,8950.0,0.353012637
4359,Brunei,BRN,2015,0.421437,Asia,South East Asia,424.0220391672654,1006.1338685669872,450.687159409638,-12.392463201043235,3.279290460837484,8.478657649796393,9250.0,4.526503288
4360,Pakistan,PAK,2015,210.969298,Asia,South Asia,9506.441631231208,45.06078240460945,8638.29342164373,8.626393890259543,3.162986645082962,18.00586269750434,935800.0,1.384568872
4361,Russia,RUS,2015,144.09687,Europe,Eastern Europe,66421.82217992056,460.9525673938689,86743.29142622654,7.779826324155903,4.871514746802024,13.810711694983379,1490000.0,1.983449485
4363,France,FRA,2015,66.548272,Europe,Western Europe,45647.47164050127,685.9302318248215,48490.26313405816,2.7356211723499335,1.8722582812768376,3.2963597118703247,306350.0,1.003703267
4364,Belgium,BEL,2015,11.274196,Europe,Western Europe,4202.062770322724,372.71507168428894,4859.260706174769,-3.709526886574921,0.9092842020689154,1.6926437675060646,36350.0,0.72851575
4365,Liberia,LBR,2015,4.612329,Africa,Sub-Saharan Africa,14.799,3.208574236573323,38.56078581134083,-6.4225333129967925,1.0514980960321678,1.28911149825784,2050.0,0.100595772
4366,Zambia,ZMB,2015,16.24823,Africa,Sub-Saharan Africa,372.44756982052706,22.92234722308381,438.9839956706203,6.978211520908784,1.7852542034071475,6.341420118343194,16500.0,0.316195657
4367,Indonesia,IDN,2015,259.09197,Asia,South East Asia,7595.030527643327,29.314032880460662,8443.526726521153,16.288926324733065,0.8822667344812394,5.0478234024544575,675500.0,0.535508362
4368,Kazakhstan,KAZ,2015,17.542806,Asia,Central Asia,2046.197674331204,116.64027261837155,1789.6663531497397,2.9149047156374897,1.1097215472115953,4.852240351132368,70500.0,0.78167956
4369,Mexico,MEX,2015,120.149897,Americas,Central America and the Caribbean,5468.837811916328,45.516791511825666,6023.130689215537,-6.081470318866566,0.4507428192421995,1.6972400531075353,336050.0,0.637374656
4370,Saudi Arabia,SAU,2015,32.749848,Asia,Middle East,87185.86666666667,2662.176223433668,96710.10718909076,6.667053367151099,13.022838193006967,32.652578174155344,251500.0,1.871072468
4371,Senegal,SEN,2015,14.356181,Africa,Sub-Saharan Africa,214.82796517034404,14.964144375885484,244.5718231720404,6.982245312621838,1.209099170683199,5.269116409071871,18600.0,0.500871543
4372,Algeria,DZA,2015,39.543154,Africa,North Africa,10412.714002896393,263.32532814394096,10565.03023845457,4.618747401202672,6.270242856235077,13.565595840970989,317200.0,2.708967785
4373,Georgia,GEO,2015,3.725276,Europe,Eastern Europe,299.51417628460484,80.40053308388555,350.0080508474264,-10.94884035965703,2.00294589032771,7.289008042895443,26050.0,1.2611012
4374,Central African Republic,CAF,2015,4.819333,Africa,Sub-Saharan Africa,26.703885622839138,5.540992005084342,32.345777497815355,-17.976298633947806,1.575319921403565,11.281428571428572,8150.0,0.465582858
4375,Chile,CHL,2015,17.870124,Americas,South America,4630.772773721746,259.1348987685673,4640.56170269772,-0.25766080690537985,1.9096233549007886,7.6299632796524754,109450.0,1.277709038
4376,China,CHN,2015,1379.86,Asia,East Asia,196538.82723079034,142.43388983722286,208818.90609939097,7.8503867857274034,1.7767710689680607,5.604890586834556,2843000.0,0.364155898
4377,Colombia,COL,2015,47.119728,Americas,South America,9127.165374889575,193.70157176818964,8238.511919867686,0.519601933203484,3.109960084106714,9.943169740558824,481100.0,2.01444876
4378,Kyrgyzstan,KGZ,2015,5.9569,Asia,Central Asia,117.00327806373268,19.64163878254338,129.1644924116713,3.139483709838875,1.7520240867220427,4.6004647742459115,20400.0,0.77775736
4379,Mali,MLI,2015,18.112907,Africa,Sub-Saharan Africa,309.1706822216586,17.069081303274984,330.6781899818031,67.13885643783605,2.3601744519979504,11.271798159369279,15800.0,0.238291157
4380,Mozambique,MOZ,2015,26.843246,Africa,Sub-Saharan Africa,134.03372638618154,4.993201134698149,157.93936300723817,-3.9245189953289072,0.8402852741506933,2.5707816442640725,11200.0,0.095905068
4381,Belize,BLZ,2015,0.359871,Americas,Central America and the Caribbean,19.717625,54.79081393054734,22.154415353190757,-0.140030415765946,0.8920296224738179,3.2165783034257753,1500.0,0.95650455
4383,Papua New Guinea,PNG,2015,8.682174,Oceania,Oceania,99.84064267898488,11.499498015011548,110.26628581812709,-5.724996017009709,0.45990016638935105,2.0117912511827645,1900.0,0.072343719
4384,Cyprus,CYP,2015,1.18728,Europe,Western Europe,327.89176000887215,276.1705410761338,345.75388805214465,11.977745432502473,1.647667627443881,4.175398954949865,12750.0,2.052274242
4385,Peru,PER,2015,30.711863,Americas,South America,3312.2145701862896,107.84805109954709,3509.6826225105306,11.670414644680282,1.7450805494300898,7.726630517873087,158000.0,0.946733025
4386,Philippines,PHL,2015,103.031365,Asia,South East Asia,3335.550049029568,32.37412266671968,3522.6867355561553,9.433947474103599,1.0884630395817168,6.119620832442937,165500.0,0.388295812
4387,South Africa,ZAF,2015,55.876504,Africa,Sub-Saharan Africa,3488.8679478399654,62.43890898829257,3834.9595002678884,0.7977121450870372,1.0069286219608813,3.3381746394798606,82150.0,0.355311601
4388,Spain,ESP,2015,46.444832,Europe,Western Europe,15187.168681379617,326.99372626387407,16712.90058322443,6.2954588601905614,1.2702320395661966,2.8837266599421754,199950.0,0.867985617
4390,Tajikistan,TJK,2015,8.524063,Asia,Central Asia,100.67958040709917,11.811219650429516,94.05766187496485,13.989015865857212,1.2819718193463079,4.016701191092698,16300.0,0.711685349
4391,"Tanzania, United Republic of",TZA,2015,52.542823,Africa,Sub-Saharan Africa,517.0757617991882,9.841035031543475,586.883295972516,16.226740147992302,1.0913698672298586,6.363376810537362,28400.0,0.117351046
4392,Thailand,THA,2015,70.294397,Asia,South East Asia,5434.004602739935,77.3035239599528,5805.02399173292,3.5681782301509646,1.3373267972545824,6.173876623484333,454550.0,1.130672397
4393,Jamaica,JAM,2015,2.794445,Americas,Central America and the Caribbean,123.85413572260121,44.321550691676244,133.55712592920634,3.7548766070147455,0.872353476007681,3.14252691439486,3450.0,0.244789357
4394,Trinidad and Tobago,TTO,2015,1.460177,Americas,Central America and the Caribbean,202.10690545973884,138.41260714265383,221.01380003013375,1.7292552969313535,0.7836300366276878,2.1502152008541304,4050.0,0.581147573
4395,Albania,ALB,2015,2.880703,Europe,Central Europe,132.3506675908342,45.9438781404519,174.44845275013083,-12.919037129597942,1.162303864322338,3.778892513164128,8500.0,0.649676729
4396,Armenia,ARM,2015,2.878595,Europe,Eastern Europe,447.37980750681885,155.41603021849858,597.8750372638875,8.249662846274862,4.239225785732294,16.099862201908092,49100.0,3.441834056
4397,Jordan,JOR,2015,9.494246,Asia,Middle East,1614.929577464789,170.0956113276177,1846.953957056634,5.187134308184715,4.1851629472753,12.80259044216168,115500.0,4.975171525
4398,Austria,AUT,2015,8.642699,Europe,Western Europe,2665.4097815237883,308.40016313466293,3049.091222723286,-4.381684665877971,0.6981164131339881,1.3681178560043719,21350.0,0.475461509
4399,Benin,BEN,2015,10.932783,Africa,Sub-Saharan Africa,90.89608589060782,8.314084884938064,92.3862405266107,16.676366779435003,0.7984852978897813,4.398737501840972,9750.0,0.234814487
4400,Bosnia and Herzegovina,BIH,2015,3.524324,Europe,Central Europe,162.21568188047118,46.02745998394903,173.7764076164629,2.9957762097453378,0.988857622509173,2.316511458417686,10500.0,0.757677984
